"","pe_class","enjoy_pe","veggies","fruit"
"1070",2,"1","1","2"
"1071",2,"1","1","2"
"1072",2,"5","2","1"
"1073",2,"2","2","3"
"1074",2,"2","1","2"
"1075",2,"4","2","4"
"1076",1,"2","2","5"
"1077",1,"5","1","6"
"1078",2,"5","2","6"
"1079",1,"5","2","3"
"1080",2,"1","1","2"
"1081",2,"6","1","3"
"1082",2,"5","1","1"
"1083",2,"3","3","2"
"1084",1,"6","1","4"
"1085",1,"6","1","2"
"1086",2,"6","2","6"
"1087",2,"5","2","6"
"1088",2,"5","1","3"
"1089",1,"6","2","4"
"1090",2,"5","2","5"
"1091",2,"5","1","2"
"1092",1,"6","1","1"
"1093",1,"6","2","3"
"1094",2,"1","4","1"
"1095",1,"6","1","1"
"1096",2,"6","1","2"
"1097",2,"1","1","4"
"1098",2,"6","2","5"
"1099",2,"6","2","6"
"1100",2,"2","",""
"1101",1,"4","1","5"
"1102",1,"5","4","3"
"1103",1,"5","1","5"
"1104",1,"4","3","4"
"1105",1,"4","2","2"
"1106",1,"1","1","1"
"1107",1,"5","2","5"
"1108",1,"5","1","6"
"1109",1,"5","2","3"
"1110",1,"4","4","3"
"1111",1,"4","2","5"
"1112",1,"3","2","1"
"1113",1,"4","1","5"
"1114",1,"5","1","3"
"1115",1,"4","1","5"
"1116",1,"6","2","4"
"1117",1,"6","1","2"
"1118",1,"6","1","1"
"1119",1,"4","1","6"
"1120",1,"4","3","5"
"1121",2,"3","2","2"
"1122",1,"1","2","2"
"1123",2,"2","1","2"
"1124",1,"4","2","6"
"1125",1,"5","2","3"
"1126",1,"5","1","3"
"1127",1,"5","2","4"
"1128",1,"2","2","2"
"1129",1,"6","1","1"
"1130",1,"4","2","4"
"1131",1,"4","2","4"
"1132",1,"4","1","2"
"1133",1,"5","2","2"
"1134",1,"4","2","7"
"1135",1,"5","3","3"
"1136",1,"1","2","5"
"1137",1,"5","3","6"
"1138",1,"5","1","1"
"1139",1,"6","2","3"
"1140",1,"5","2","5"
"1141",1,"6","2","3"
"1142",1,"6","2","4"
"1143",1,"1","1","7"
"1144",1,"5","1","1"
"1145",1,"5","2","2"
"1146",2,"3","2","5"
"1147",2,"4","2","3"
"1148",2,"3","1","2"
"1149",2,"4","2","2"
"1150",2,"1","2","4"
"1151",2,"1","2","2"
"1152",1,"5","1","2"
"1153",2,"3","3","4"
"1154",2,"4","1","4"
"1155",2,"5","1","5"
"1156",2,"3","1","3"
"1157",2,"1","1","2"
"1158",2,"5","1","2"
"1159",1,"5","",""
"1160",1,"6","","7"
"1161",1,"5","2","5"
"1162",1,"4","2","2"
"1163",1,"5","2","2"
"1164",1,"5","2","2"
"1165",1,"6","1","2"
"1166",1,"3","1","6"
"1167",1,"3","1","7"
"1168",1,"5","2","5"
"1169",1,"4","4","3"
"1170",1,"6","3","5"
"1171",1,"5","",""
"1172",1,"4","1","2"
"1173",1,"6","1","3"
"1174",2,"2","2","3"
"1175",2,"4","3","3"
"1176",1,"2","1","1"
"1177",2,"1","1","3"
"1178",2,"5","3","6"
"1179",2,"3","3","3"
"1180",1,"4","1","7"
"1181",1,"2","5","5"
"1182",1,"5","2","5"
"1183",1,"4","3","3"
"1184",1,"6","1","7"
"1185",2,"3","3","3"
"1186",2,"3","1","5"
"1187",1,"1","3","3"
"1188",1,"4","2","3"
"1189",1,"5","1","2"
"1190",1,"","",""
"1191",1,"4","2","6"
"1192",2,"5","1","5"
"1193",2,"2","1","5"
"1194",1,"6","1","2"
"1195",1,"6","",""
"1196",1,"4","2","1"
"1197",1,"4","1","2"
"1198",1,"1","2","2"
"1199",1,"6","1","2"
"1200",0,"3","1","3"
"1201",1,"6","2","3"
"1202",1,"6","2","2"
"1203",1,"5","1","1"
"1204",1,"5","3","3"
"1205",1,"6","4","1"
"1206",1,"6","1","2"
"1207",1,"6","1","2"
"1208",1,"6","1","4"
"1209",1,"6","2","5"
"1210",1,"5","2","2"
"1211",1,"4","2","2"
"1212",1,"6","2","4"
"1213",1,"3","3","2"
"1214",1,"6","2","3"
"1215",1,"4","2","7"
"1216",1,"2","4","3"
"1217",1,"5","2","2"
"1218",1,"4","1","7"
"1219",1,"4","1","2"
"1220",1,"6","1","2"
"1221",1,"6","2","2"
"1222",1,"5","7","6"
"1223",1,"5","2","5"
"1224",1,"1","1","3"
"1225",1,"1","1","4"
"1226",1,"1","2","2"
"1227",1,"6","2","3"
"1228",1,"5","2","6"
"1229",1,"5","2","3"
"1230",1,"6","1","6"
"1231",1,"1","1","3"
"1232",1,"4","1","7"
"1233",1,"6","2","2"
"1234",1,"6","2","3"
"1235",1,"5","1","5"
"1236",1,"5","2","7"
"1237",1,"6","1","1"
"1238",2,"3","4","6"
"1239",1,"5","2","5"
"1240",1,"6","1","4"
"1241",1,"5","1","2"
"1242",2,"1","1","3"
"1243",1,"6","1","3"
"1244",2,"4","1","1"
"1245",2,"5","2","6"
"1246",2,"1","2","1"
"1247",2,"5","1","3"
"1248",2,"6","2","5"
"1249",2,"5","2","2"
"1250",2,"1","",""
"1251",2,"1","",""
"1252",2,"5","2","5"
"1253",2,"5","2","3"
"1254",2,"6","3","6"
"1255",1,"4","1","2"
"1256",2,"5","1","5"
"1257",2,"1","2","3"
"1258",1,"6","2","1"
"1259",2,"4","1","1"
"1260",1,"6","4","7"
"1261",2,"1","2","3"
"1262",2,"1","2","1"
"1263",2,"1","1","1"
"1264",2,"1","1","2"
"1265",1,"6","3","5"
"1266",2,"5","1","3"
"1267",2,"1","1","4"
"1268",2,"5","3","1"
"1269",2,"1","2","1"
"1270",2,"1","2","7"
"1271",1,"5","1","2"
"1272",2,"6","1","2"
"1273",1,"5","1","2"
"1274",1,"4","2","4"
"1275",2,"1","3","7"
"1276",2,"4","2","2"
"1277",1,"5","1","1"
"1278",2,"1","2","1"
"1279",1,"6","1","3"
"1280",2,"1","1","4"
"1281",2,"1","1","4"
"1282",2,"1","2","3"
"1283",1,"6","3","4"
"1284",2,"1","1","2"
"1285",2,"1","1","2"
"1286",2,"1","2","2"
"1287",2,"1","2","1"
"1288",1,"6","1","2"
"1289",2,"1","1","2"
"1290",1,"6","1","4"
"1291",1,"5","2","2"
"1292",2,"4","3","2"
"1293",2,"5","2","2"
"1294",1,"6","1","7"
"1295",1,"6","2","2"
"1296",2,"1","1","1"
"1297",2,"6","2","3"
"1298",2,"6","1","1"
"1299",2,"1","1","4"
"1300",2,"1","1","2"
"1301",2,"1","1","2"
"1302",2,"1","1","2"
"1303",2,"5","5","4"
"1304",1,"6","1","4"
"1305",1,"6","1","2"
"1306",2,"2","1","1"
"1307",1,"5","3","2"
"1308",2,"1","1","2"
"1309",1,"6","1","2"
"1310",0,"","",""
"1311",2,"1","2","2"
"1312",2,"1","4","5"
"1313",2,"6","2","3"
"1314",2,"1","1","2"
"1315",2,"6","1","5"
"1316",2,"1","1","3"
"1317",2,"1","2","4"
"1318",2,"4","7","3"
"1319",2,"1","1","2"
"1320",2,"5","1","4"
"1321",2,"1","1","3"
"1322",1,"6","1","1"
"1323",1,"6","1","1"
"1324",2,"1","2","2"
"1325",2,"1","2","2"
"1326",2,"1","1","2"
"1327",2,"1","3","5"
"1328",2,"3","1","1"
"1329",2,"5","3","2"
"1330",2,"4","2","6"
"1331",2,"2","4","5"
"1332",2,"6","1","3"
"1333",2,"4","1","5"
"1334",2,"1","2","5"
"1335",2,"2","2","6"
"1336",2,"5","1","2"
"1337",2,"5","5","7"
"1338",2,"5","1","1"
"1339",2,"5","1","5"
"1340",2,"5","2","4"
"1341",2,"6","1","5"
"1342",2,"2","2","3"
"1343",2,"2","2","2"
"1344",2,"1","2","1"
"1345",1,"3","3","1"
"1346",2,"1","2","3"
"1347",2,"2","1","3"
"1348",2,"4","1","3"
"1349",2,"1","1","5"
"1350",2,"1","1","2"
"1351",2,"5","2","2"
"1352",2,"1","2","6"
"1353",2,"1","1","2"
"1354",2,"5","2","4"
"1355",2,"1","2","2"
"1356",2,"5","1","3"
"1357",2,"5","1","7"
"1358",2,"2","6","7"
"1359",2,"5","3","5"
"1360",2,"1","1","4"
"1361",2,"5","1","2"
"1362",2,"1","4","5"
"1363",2,"1","2","3"
"1364",2,"2","2","4"
"1365",0,"","",""
"1366",2,"1","1","2"
"1367",2,"5","1","2"
"1368",2,"4","4","4"
"1369",2,"1","1","2"
"1370",2,"6","1","5"
"1371",2,"6","2","2"
"1372",2,"","1","3"
"1373",2,"5","1","4"
"1374",2,"5","1","1"
"1375",2,"1","2","2"
"1376",2,"1","1","4"
"1377",2,"1","1","3"
"1378",2,"6","1","2"
"1379",1,"1","2","5"
"1380",2,"4","1","1"
"1381",2,"4","2","6"
"1382",2,"3","4","3"
"1383",2,"2","3","4"
"1384",2,"5","1","1"
"1385",1,"5","2","2"
"1386",2,"4","1","2"
"1387",2,"3","1","1"
"1388",2,"2","3","1"
"1389",2,"5","3","7"
"1390",2,"5","2","3"
"1391",1,"2","3","4"
"1392",2,"4","1","2"
"1393",2,"5","4","4"
"1394",1,"5","2","1"
"1395",2,"2","1","2"
"1396",2,"3","1","2"
"1397",2,"6","3","7"
"1398",2,"6","4","7"
"1399",2,"6","1","2"
"1400",2,"1","2","4"
"1401",2,"1","2","5"
"1402",0,"","4","5"
"1403",2,"1","2","3"
"1404",2,"5","2","3"
"1405",2,"3","",""
"1406",2,"1","1","2"
"1407",2,"4","2","5"
"1408",2,"5","4","4"
"1409",2,"5","6","7"
"1410",2,"5","3","2"
"1411",2,"4","1","2"
"1412",2,"1","1","1"
"1413",2,"1","1","1"
"1414",2,"1","4","4"
"1415",2,"1","4","4"
"1416",2,"1","1","2"
"1417",2,"1","2","2"
"1418",2,"3","2","1"
"1419",1,"6","3","7"
"1420",2,"3","2","2"
"1421",2,"1","2","1"
"1422",2,"6","1","2"
"1423",2,"5","1","4"
"1424",2,"6","2","4"
"1425",2,"1","1","2"
"1426",2,"1","1","2"
"1427",2,"1","3","3"
"1428",2,"1","2","3"
"1429",2,"5","4","3"
"1430",2,"6","1","1"
"1431",2,"6","3","3"
"1432",2,"1","1","5"
"1433",2,"1","2","3"
"1434",2,"1","1","2"
"1435",2,"5","1","2"
"1436",2,"1","2","5"
"1437",2,"1","1","1"
"1438",2,"2","1","7"
"1439",2,"6","5","5"
"1440",2,"4","2","2"
"1441",2,"1","1","3"
"1442",2,"5","4","4"
"1443",1,"5","1","2"
"1444",2,"4","1","2"
"1445",2,"3","2","2"
"1446",2,"1","1","3"
"1447",2,"5","3","2"
"1448",2,"5","3","2"
"1449",2,"1","2","2"
"1450",2,"5","2","2"
"1451",1,"5","2","7"
"1452",2,"3","2","7"
"1453",1,"4","1","1"
"1454",1,"6","1","4"
"1455",2,"3","1","4"
"1456",1,"6","3","3"
"1457",1,"6","1","2"
"1458",1,"5","1","5"
"1459",1,"4","2","3"
"1460",1,"6","2","2"
"1461",2,"1","4","5"
"1462",1,"5","1","2"
"1463",1,"5","1","2"
"1464",2,"5","2","2"
"1465",2,"5","1","2"
"1466",2,"5","2","4"
"1467",2,"6","3","7"
"1468",2,"1","4","6"
"1469",2,"5","2","5"
"1470",1,"6","2","2"
"1471",2,"5","2","2"
"1472",2,"4","1","4"
"1473",2,"6","2","4"
"1474",1,"3","1","2"
"1475",2,"2","4","7"
"1476",2,"4","2","3"
"1477",2,"2","2","7"
"1478",1,"5","2","7"
"1479",2,"1","3","5"
"1480",2,"1","2","2"
"1481",1,"2","5","5"
"1482",2,"1","2","2"
"1483",2,"1","1","2"
"1484",2,"1","2","3"
"1485",2,"1","1","2"
"1486",2,"1","1","3"
"1487",2,"1","2","2"
"1488",2,"1","2","3"
"1489",2,"1","1","2"
"1490",2,"1","1","2"
"1491",1,"5","1","3"
"1492",2,"6","1","2"
"1493",2,"6","1","7"
"1494",2,"1","2","2"
"1495",2,"1","2","3"
"1496",2,"6","3","3"
"1497",1,"5","4","2"
"1498",1,"6","1","3"
"1499",1,"4","1","2"
"1500",1,"6","1","3"
"1501",1,"1","3","4"
"1502",1,"5","1","7"
"1503",1,"1","2","2"
"1504",1,"1","2","2"
"1505",1,"1","2","2"
"1506",1,"4","3","7"
"1507",1,"4","1","1"
"1508",1,"5","2","2"
"1509",1,"5","2","3"
"1510",1,"5","2","2"
"1511",1,"6","2","2"
"1512",1,"4","3","3"
"1513",1,"5","4","6"
"1514",1,"4","2","2"
"1515",1,"4","2","2"
"1516",1,"4","1","3"
"1517",1,"5","2","2"
"1518",1,"6","2","4"
"1519",2,"5","2","4"
"1520",2,"5","4","3"
"1521",2,"1","1","3"
"1522",2,"1","2","3"
"1523",1,"6","2","1"
"1524",1,"6","1","5"
"1525",2,"1","2","3"
"1526",2,"1","3","3"
"1527",1,"6","3","2"
"1528",1,"5","4","2"
"1529",2,"1","2","2"
"1530",2,"1","2","2"
"1531",1,"6","2","3"
"1532",2,"6","3","7"
"1533",2,"1","2","5"
"1534",2,"5","2","3"
"1535",1,"6","1","2"
"1536",2,"1","2","2"
"1537",2,"3","1","2"
"1538",2,"3","1","2"
"1539",2,"6","2","2"
"1540",2,"1","1","5"
"1541",2,"1","2","3"
"1542",2,"1","2","2"
"1543",2,"5","1","2"
"1544",2,"1","1","2"
"1545",2,"5","1","5"
"1546",2,"1","3","2"
"1547",2,"1","1","2"
"1548",2,"5","1","6"
"1549",2,"1","1","1"
"1550",2,"1","1","2"
"1551",1,"5","2","2"
"1552",2,"1","6","2"
"1553",2,"5","5","7"
"1554",2,"5","5","6"
"1555",1,"1","1","5"
"1556",2,"1","2","2"
"1557",2,"4","1","5"
"1558",2,"6","1","3"
"1559",2,"1","1","1"
"1560",2,"2","1","2"
"1561",2,"2","1","2"
"1562",2,"6","2","1"
"1563",1,"3","","4"
"1564",1,"6","1","7"
"1565",1,"5","4","4"
"1566",1,"5","1","5"
"1567",1,"5","2","3"
"1568",1,"5","1","2"
"1569",1,"4","4","6"
"1570",1,"6","1","2"
"1571",2,"4","2","7"
"1572",2,"4","2","4"
"1573",2,"1","1","2"
"1574",2,"4","4","1"
"1575",1,"6","2","7"
"1576",1,"5","4","5"
"1577",1,"5","1","2"
"1578",2,"5","1","1"
"1579",1,"2","1","2"
"1580",2,"4","2","5"
"1581",2,"5","2","5"
"1582",2,"4","5","7"
"1583",2,"5","2","3"
"1584",2,"4","2","2"
"1585",2,"6","1","1"
"1586",2,"1","1","5"
"1587",0,"","3","2"
"1588",1,"5","4","7"
"1589",0,"5","4","3"
"1590",1,"4","1","4"
"1591",2,"5","5","5"
"1592",2,"5","2","3"
"1593",1,"4","4","1"
"1594",1,"4","4","4"
"1595",2,"5","1","2"
"1596",2,"6","1","2"
"1597",2,"5","2","2"
"1598",2,"1","2","2"
"1599",2,"1","2","2"
"1600",2,"1","1","3"
"1601",2,"1","2","2"
"1602",2,"1","1","1"
"1603",2,"5","1","3"
"1604",1,"4","1","1"
"1605",2,"1","7","7"
"1606",2,"2","2","2"
"1607",2,"1","3","7"
"1608",2,"1","1","5"
"1609",2,"4","1","4"
"1610",2,"5","1","2"
"1611",2,"1","",""
"1612",2,"1","2","2"
"1613",2,"6","3","3"
"1614",2,"2","1","1"
"1615",2,"1","1","1"
"1616",2,"1","1","3"
"1617",2,"1","2",""
"1618",2,"6","2","3"
"1619",1,"6","",""
"1620",1,"6","1","4"
"1621",2,"4","2","2"
"1622",1,"4","1","2"
"1623",2,"5","4","6"
"1624",1,"3","4","3"
"1625",2,"1","2","5"
"1626",2,"5","1","2"
"1627",2,"4","2","2"
"1628",2,"1","5","5"
"1629",2,"5","1","2"
"1630",1,"6","2","6"
"1631",2,"4","4","3"
"1632",2,"2","3","4"
"1633",2,"4","1","1"
"1634",1,"6","1","2"
"1635",2,"1","3","5"
"1636",2,"4","1","6"
"1637",2,"5","1","3"
"1638",1,"4","7","7"
"1639",1,"4","2","6"
"1640",1,"6","1","7"
"1641",1,"6","",""
"1642",1,"2","1","5"
"1643",1,"5","2","3"
"1644",1,"5","4","4"
"1645",1,"5","6","6"
"1646",1,"5","2","4"
"1647",1,"2","1","7"
"1648",1,"6","1","2"
"1649",1,"5","1","5"
"1650",1,"5","1","2"
"1651",1,"","3","7"
"1652",1,"4","1","7"
"1653",1,"5","1","7"
"1654",0,"","",""
"1655",1,"5","1","4"
"1656",1,"5","2","2"
"1657",1,"4","1","1"
"1658",1,"6","7","3"
"1659",1,"6","2","4"
"1660",1,"4","1","5"
"1661",2,"2","2","5"
"1662",2,"5","1","1"
"1663",2,"1","4","4"
"1664",2,"1","5","1"
"1665",2,"5","1","1"
"1666",1,"5","2","3"
"1667",2,"6","2","2"
"1668",1,"6","3","3"
"1669",2,"5","2","5"
"1670",2,"5","1","1"
"1671",1,"6","2","6"
"1672",2,"1","2","2"
"1673",0,"6","2","4"
"1674",1,"6","2","3"
"1675",2,"6","2","7"
"1676",2,"1","2","5"
"1677",2,"1","2","6"
"1678",2,"6","2","5"
"1679",1,"6","2","2"
"1680",2,"5","1","2"
"1681",2,"5","2","3"
"1682",2,"4","2","2"
"1683",1,"6","1","5"
"1684",1,"1","",""
"1685",1,"4","2","3"
"1686",1,"6","2","3"
"1687",1,"5","1","1"
"1688",1,"4","1","3"
"1689",1,"6","1","2"
"1690",1,"5","1","2"
"1691",1,"3","2","5"
"1692",2,"4","2","4"
"1693",2,"5","5","3"
"1694",0,"4","2","6"
"1695",2,"5","5","6"
"1696",2,"1","1","7"
"1697",1,"5","1","2"
"1698",2,"6","1","1"
"1699",2,"4","5","3"
"1700",2,"5","3","3"
"1701",2,"6","3","6"
"1702",2,"1","1","3"
"1703",2,"1","1","2"
"1704",2,"5","2","3"
"1705",2,"5","5","4"
"1706",1,"1","1","2"
"1707",2,"1","2","3"
"1708",2,"1","1","5"
"1709",2,"1","2","6"
"1710",2,"5","1","1"
"1711",1,"2","1","1"
"1712",1,"4","2","3"
"1713",2,"4","1","7"
"1714",2,"3","2","2"
"1715",2,"5","2","4"
"1716",1,"2","1","5"
"1717",2,"5","3","3"
"1718",2,"6","1","1"
"1719",0,"","",""
"1720",2,"1","2","2"
"1721",1,"1","1","2"
"1722",2,"5","2","2"
"1723",2,"1","2","2"
"1724",1,"6","1","1"
"1725",2,"1","2","6"
"1726",2,"5","1","3"
"1727",2,"5","2","5"
"1728",2,"5","1","2"
"1729",2,"5","2","2"
"1730",2,"6","3","6"
"1731",2,"1","2","2"
"1732",2,"4","5","2"
"1733",2,"1","1","2"
"1734",2,"1","2","5"
"1735",2,"6","1","3"
"1736",2,"1","3","3"
"1737",2,"1","1","3"
"1738",2,"4","2","3"
"1739",1,"5","2","5"
"1740",2,"1","3","2"
"1741",1,"4","1","1"
"1742",2,"1","2","7"
"1743",1,"5","3","5"
"1744",1,"5","2","2"
"1745",1,"3","3","4"
"1746",2,"1","2","3"
"1747",2,"6","1","3"
"1748",2,"1","2","3"
"1749",1,"4","1","2"
"1750",1,"4","1","3"
"1751",2,"4","2","4"
"1752",2,"5","4","5"
"1753",2,"5","2","5"
"1754",1,"5","4","3"
"1755",1,"6","2","2"
"1756",2,"1","3","5"
"1757",2,"1","2","2"
"1758",2,"1","1","2"
"1759",2,"5","2","4"
"1760",2,"1","1","3"
"1761",2,"4","1","2"
"1762",2,"4","2","4"
"1763",1,"6","1","2"
"1764",1,"","4","6"
"1765",1,"4","4","5"
"1766",2,"4","2","4"
"1767",2,"1","3","6"
"1768",2,"1","1","2"
"1769",2,"1","3","2"
"1770",2,"6","1","2"
"1771",2,"1","1","2"
"1772",2,"1","2","3"
"1773",2,"1","2","2"
"1774",2,"3","1","2"
"1775",2,"1","3","7"
"1776",2,"3","1","2"
"1777",2,"1","1","1"
"1778",2,"1","2","3"
"1779",2,"6","1","1"
"1780",1,"5","2","2"
"1781",2,"5","1","2"
"1782",2,"2","3","3"
"1783",2,"1","1","2"
"1784",2,"1","1","5"
"1785",2,"1","1","1"
"1786",2,"1","2","5"
"1787",1,"4","2","3"
"1788",2,"5","3","5"
"1789",2,"5","1","2"
"1790",1,"5","1","2"
"1791",2,"3","1","3"
"1792",2,"1","1","5"
"1793",2,"1","1","3"
"1794",1,"6","2","5"
"1795",1,"1","3","3"
"1796",2,"1","2","2"
"1797",1,"6","6","7"
"1798",2,"1","1","2"
"1799",2,"5","1","1"
"1800",2,"1","2","2"
"1801",2,"5","1","1"
"1802",2,"1","4","2"
"1803",2,"1","1","2"
"1804",2,"6","1","2"
"1805",1,"5","1","6"
"1806",1,"6","3","5"
"1807",0,"","2","2"
"1808",1,"5","1","5"
"1809",2,"5","1","2"
"1810",0,"","",""
"1811",2,"5","2","2"
"1812",2,"5","5","3"
"1813",2,"4","2","3"
"1814",2,"4","1","2"
"1815",1,"5","1","2"
"1816",1,"6","3","7"
"1817",1,"5","1","2"
"1818",1,"6","1","1"
"1819",1,"6","4","5"
"1820",1,"4","4","2"
"1821",1,"4","1","2"
"1822",1,"5","1","5"
"1823",1,"5","3","3"
"1824",1,"4","1","2"
"1825",1,"2","2","2"
"1826",1,"6","1","7"
"1827",1,"5","6","7"
"1828",1,"6","","7"
"1829",1,"6","2","5"
"1830",1,"5","1","2"
"1831",1,"5","4","6"
"1832",1,"4","1","3"
"1833",1,"","2","2"
"1834",1,"5","2","3"
"1835",1,"5","2","5"
"1836",1,"4","1","4"
"1837",1,"4","2","2"
"1838",1,"5","1","2"
"1839",1,"4","3","2"
"1840",2,"5","2","2"
"1841",2,"6","1","1"
"1842",2,"5","3","2"
"1843",2,"6","4","3"
"1844",2,"5","1","7"
"1845",2,"6","",""
"1846",2,"6","1","3"
"1847",2,"5","2","7"
"1848",1,"5","2","4"
"1849",2,"5","5","5"
"1850",1,"5","1","4"
"1851",1,"5","2","2"
"1852",1,"1","2","2"
"1853",1,"","1","2"
"1854",1,"4","2","5"
"1855",1,"5","1","2"
"1856",1,"4","1","2"
"1857",1,"4","2","2"
"1858",1,"5","2","2"
"1859",1,"5","1","2"
"1860",2,"4","1","4"
"1861",2,"4","1","2"
"1862",2,"6","1","1"
"1863",2,"4","1","3"
"1864",2,"4","2","3"
"1865",2,"6","4","2"
"1866",2,"5","1","4"
"1867",1,"6","2","5"
"1868",2,"5","1","3"
"1869",2,"6","2","5"
"1870",2,"5","2","3"
"1871",1,"6","2","3"
"1872",1,"4","1","3"
"1873",2,"4","1","3"
"1874",1,"6","1","5"
"1875",1,"5","2","5"
"1876",1,"5","1","2"
"1877",1,"1","2","3"
"1878",1,"3","1","2"
"1879",1,"5","2","6"
"1880",1,"4","2","3"
"1881",1,"3","2","6"
"1882",1,"4","1","5"
"1883",1,"5","1","2"
"1884",1,"4","1","2"
"1885",1,"4","1","2"
"1886",1,"5","2","3"
"1887",1,"4","1","1"
"1888",2,"1","1","2"
"1889",2,"1","1","3"
"1890",2,"4","1","2"
"1891",1,"4","1","2"
"1892",2,"2","1","2"
"1893",2,"1","1","3"
"1894",0,"1","5","2"
"1895",1,"5","2","6"
"1896",2,"5","1","1"
"1897",2,"5","2","2"
"1898",2,"5","1","1"
"1899",2,"5","2","5"
"1900",2,"1","1","2"
"1901",1,"2","4","3"
"1902",1,"5","1","5"
"1903",2,"6","2","7"
"1904",1,"4","7","7"
"1905",2,"1","2","3"
"1906",1,"6","1","2"
"1907",1,"5","1","3"
"1908",2,"1","2","5"
"1909",1,"5","2","2"
"1910",1,"6","5","6"
"1911",2,"2","1","2"
"1912",1,"5","1","4"
"1913",1,"5","1","1"
"1914",1,"4","2","7"
"1915",2,"1","1","2"
"1916",1,"4","1","1"
"1917",2,"4","2","2"
"1918",2,"5","1","2"
"1919",2,"5","2","4"
"1920",2,"1","2","1"
"1921",2,"5","1","2"
"1922",2,"5","1","1"
"1923",2,"3","1","3"
"1924",2,"5","1","1"
"1925",2,"1","2","3"
"1926",2,"3","2","6"
"1927",2,"4","1","7"
"1928",2,"1","4","2"
"1929",2,"6","1","1"
"1930",2,"5","2","4"
"1931",2,"6","2","1"
"1932",2,"5","1","2"
"1933",2,"1","2","2"
"1934",2,"4","4","5"
"1935",2,"1","6","5"
"1936",2,"1","2","5"
"1937",2,"5","7","7"
"1938",2,"1","5","5"
"1939",2,"1","1","2"
"1940",2,"1","2","3"
"1941",2,"2","2","2"
"1942",2,"5","4","5"
"1943",2,"1","2","3"
"1944",2,"4","1","3"
"1945",2,"1","1","3"
"1946",2,"5","1","3"
"1947",2,"1","2","2"
"1948",2,"1","1","2"
"1949",2,"1","2","2"
"1950",2,"1","1","4"
"1951",2,"1","1","5"
"1952",2,"5","2","2"
"1953",1,"2","1","3"
"1954",2,"6","1","1"
"1955",2,"6","2","2"
"1956",2,"4","1","7"
"1957",2,"6","2","4"
"1958",2,"5","1","3"
"1959",2,"6","1","3"
"1960",2,"1","2","2"
"1961",2,"1","7","7"
"1962",2,"1","1","2"
"1963",0,"","",""
"1964",2,"1","2","4"
"1965",2,"1","1","1"
"1966",2,"2","2","1"
"1967",2,"5","2","1"
"1968",2,"1","1","2"
"1969",2,"6","1","2"
"1970",2,"2","2","2"
"1971",2,"6","1","5"
"1972",2,"4","2","5"
"1973",2,"1","1","3"
"1974",2,"5","2","2"
"1975",2,"1","1","2"
"1976",2,"6","2","5"
"1977",1,"3","2","2"
"1978",2,"1","2","2"
"1979",1,"5","1","2"
"1980",2,"1","1","6"
"1981",2,"","2","3"
"1982",2,"1","2","1"
"1983",2,"5","2","2"
"1984",0,"","",""
"1985",1,"2","2","2"
"1986",2,"5","2","5"
"1987",2,"5","2","3"
"1988",1,"1","1","2"
"1989",2,"3","1","3"
"1990",2,"1","1","3"
"1991",2,"1","1","2"
"1992",2,"4","1","4"
"1993",2,"4","1","2"
"1994",1,"6","1","1"
"1995",2,"3","1","5"
"1996",1,"5","1","4"
"1997",2,"5","1","2"
"1998",2,"4","6","1"
"1999",1,"6","2","6"
"2000",1,"1","1","1"
"2001",2,"4","4","6"
"2002",1,"1","2","3"
"2003",1,"5","1","3"
"2004",2,"4","1","3"
"2005",1,"4","1","5"
"2006",1,"4","1","2"
"2007",1,"4","2","3"
"2008",1,"1","1","1"
"2009",1,"4","1","2"
"2010",1,"5","1","2"
"2011",1,"4","3","5"
"2012",1,"1","2","2"
"2013",1,"4","2","1"
"2014",1,"5","1","2"
"2015",2,"5","2","2"
"2016",2,"5","2","2"
"2017",1,"6","2","5"
"2018",1,"6","2","5"
"2019",1,"1","1","4"
"2020",1,"1","2","4"
"2021",2,"4","3","3"
"2022",2,"5","3","5"
"2023",2,"5","1","5"
"2024",2,"2","6","6"
"2025",2,"1","1","2"
"2026",2,"4","2","5"
"2027",2,"5","1","2"
"2028",2,"5","2","5"
"2029",2,"3","2","4"
"2030",1,"6","1","2"
"2031",2,"2","1","2"
"2032",2,"5","2","6"
"2033",2,"3","2","7"
"2034",2,"2","1","4"
"2035",2,"1","1","7"
"2036",2,"5","2","2"
"2037",2,"1","2","2"
"2038",2,"1","2","1"
"2039",2,"3","1","5"
"2040",2,"4","1","6"
"2041",2,"1","2","2"
"2042",1,"1","1","2"
"2043",2,"5","2","4"
"2044",2,"4","2","1"
"2045",2,"5","2","3"
"2046",2,"6","2","7"
"2047",2,"2","1","2"
"2048",2,"5","4","1"
"2049",1,"4","1","2"
"2050",2,"1","6","6"
"2051",2,"1","1","3"
"2052",2,"4","3","3"
"2053",2,"1","2","3"
"2054",2,"1","2","4"
"2055",2,"1","4","3"
"2056",2,"1","2","1"
"2057",1,"4","1","1"
"2058",2,"5","3","2"
"2059",2,"5","1","1"
"2060",2,"5","2","1"
"2061",2,"4","1","1"
"2062",2,"2","1","3"
"2063",2,"4","2","4"
"2064",2,"3","1","1"
"2065",2,"6","2","4"
"2066",1,"6","1","3"
"2067",2,"5","2","2"
"2068",2,"1","3","4"
"2069",2,"1","2","5"
"2070",2,"3","1","2"
"2071",2,"6","1","5"
